Contestant,Est_Fan_Share,Fan_Share_Std,Valid_Simulations,Season,Week,Rule_Used
Tommy Chong,0.11869241117310501,0.09880683073357728,495,19,4,percent
Betsey Johnson,0.03763690283132104,0.004307179969977439,495,19,4,percent
Michael Waltrip,0.12497444298013326,0.09188705888920246,495,19,4,percent
Bethany Mota,0.09273523748527139,0.0886158138053482,495,19,4,percent
Sadie Robertson,0.09573693854956565,0.0836578648021723,495,19,4,percent
Antonio Sabato Jr.,0.14264447564083302,0.1033456362145546,377,19,6,percent
Jonathan Bennett,0.04163142810048842,0.0032442740452896294,377,19,6,percent
Lea Thompson,0.11766450255671056,0.0933903189228303,377,19,6,percent
Janel Parrish,0.1128982268040315,0.09353869527194052,377,19,6,percent
Alfonso Ribeiro,0.09944735758193175,0.08827284322657417,377,19,6,percent
Tommy Chong,0.1463793605748996,0.09940788560911816,377,19,6,percent
Michael Waltrip,0.1349514610067666,0.09973251200150951,377,19,6,percent
Bethany Mota,0.09694738827808702,0.08856188312162153,377,19,6,percent
Sadie Robertson,0.1074357994562501,0.09813280500994703,377,19,6,percent
Antonio Sabato Jr.,0.05063520863936155,0.005794667243832219,1103,19,7,percent
Lea Thompson,0.13108517407031922,0.1031780062854272,1103,19,7,percent
Janel Parrish,0.12633366810303942,0.10160847329390547,1103,19,7,percent
Alfonso Ribeiro,0.12953443183862456,0.10362315295767391,1103,19,7,percent
Tommy Chong,0.14272705864506025,0.101530031346842,1103,19,7,percent
Michael Waltrip,0.149386712223939,0.10775263398392482,1103,19,7,percent
Bethany Mota,0.1218823826548789,0.09755029686583125,1103,19,7,percent
Sadie Robertson,0.14841536382477752,0.10745182780504756,1103,19,7,percent
Lea Thompson,0.15459254342348278,0.10986785627612788,2266,19,8,percent
Janel Parrish,0.15497914230161655,0.11454914712332041,2266,19,8,percent
Alfonso Ribeiro,0.15229442787013156,0.11118908252462087,2266,19,8,percent
Tommy Chong,0.16774338911866057,0.11318731117905453,2266,19,8,percent
Michael Waltrip,0.06773625689617074,0.012352988286365293,2266,19,8,percent
Bethany Mota,0.15080841310481063,0.11104003031139043,2266,19,8,percent
Sadie Robertson,0.15184582728512724,0.11129153777257612,2266,19,8,percent
Lea Thompson,0.07178504589608728,0.0060832296510121495,916,19,9,percent
Janel Parrish,0.16504767846003113,0.11422320760351835,916,19,9,percent
Alfonso Ribeiro,0.16587945221756906,0.11733563343200713,916,19,9,percent
Tommy Chong,0.22699254374238853,0.12010597580940913,916,19,9,percent
Bethany Mota,0.1808216736476259,0.11530566937019385,916,19,9,percent
Sadie Robertson,0.18947360603630184,0.11771443048898629,916,19,9,percent
Janel Parrish,0.2263184003521035,0.13049686715107622,1957,19,10,percent
Alfonso Ribeiro,0.22725458675390303,0.1292590599706005,1957,19,10,percent
Tommy Chong,0.09856811968266965,0.010948869373997347,1957,19,10,percent
Bethany Mota,0.22145097702800715,0.12981281042162,1957,19,10,percent
Sadie Robertson,0.22640791618335104,0.13091547470043025,1957,19,10,percent
Suzanne Somers,0.11282294854910845,0.10567805394786217,21,20,2,percent
Willow Shields,0.04170963790126552,0.028674231766620702,21,20,2,percent
Riker Lynch,0.05808271623595788,0.0630071847698787,21,20,2,percent
Rumer Willis,0.05506075205334688,0.06122201070580903,21,20,2,percent
Nastia Liukin,0.05196184099010152,0.03993909565352093,21,20,2,percent
Michael Sam,0.10295824773684831,0.07845971007063174,21,20,2,percent
Robert Herjavec,0.09726473214458704,0.08644172411834787,21,20,2,percent
Charlotte McKinney,0.10708680770642384,0.07925322636156665,21,20,2,percent
Noah Galloway,0.08677283121895486,0.0648553904521083,21,20,2,percent
Redfoo,0.027318910498599185,0.0009586276898937853,21,20,2,percent
Patti LaBelle,0.09706987385693748,0.09371769204073982,21,20,2,percent
Chris Soules,0.161890701107869,0.09643629200962366,21,20,2,percent
Suzanne Somers,0.09997795827351888,0.08992102193730755,1593,20,3,percent
Willow Shields,0.09003965403555692,0.08402811693476689,1593,20,3,percent
Riker Lynch,0.09309921184836274,0.0866380127917127,1593,20,3,percent
Rumer Willis,0.09439117962591285,0.08697048506329935,1593,20,3,percent
Nastia Liukin,0.09756491677645365,0.08975269422830726,1593,20,3,percent
Michael Sam,0.10055853613420236,0.08833670628397153,1593,20,3,percent
Robert Herjavec,0.0950995999501259,0.08769886660852347,1593,20,3,percent
Charlotte McKinney,0.03569782573999896,0.005814197658193959,1593,20,3,percent
Noah Galloway,0.09294486052112011,0.08633178939145314,1593,20,3,percent
Patti LaBelle,0.10727735949640499,0.08838297743375222,1593,20,3,percent
Chris Soules,0.09334889759834418,0.08536915338518099,1593,20,3,percent
Suzanne Somers,0.12631287134942043,0.09844020404321116,758,20,4,percent
Willow Shields,0.09948723796641068,0.0891251691279525,758,20,4,percent
Riker Lynch,0.10353796508828339,0.09186526685319064,758,20,4,percent
Rumer Willis,0.1066737351375329,0.09440046955869837,758,20,4,percent
Nastia Liukin,0.09416747485789471,0.08728092596514299,758,20,4,percent
Michael Sam,0.0374093935116157,0.003863653527053635,758,20,4,percent
Robert Herjavec,0.09774865866470962,0.09066772441320653,758,20,4,percent
Noah Galloway,0.09883413127694682,0.08412472614261254,758,20,4,percent
Patti LaBelle,0.10959341159412686,0.09070072375743904,758,20,4,percent
Chris Soules,0.12623512055305555,0.09497433851144807,758,20,4,percent
Suzanne Somers,0.04288279110910567,0.005034220098192091,797,20,5,percent
Willow Shields,0.10978344412250082,0.09544660909197569,797,20,5,percent
Riker Lynch,0.10969069203791092,0.09542341479210581,797,20,5,percent
Rumer Willis,0.10440839922045986,0.08888893249820891,797,20,5,percent
Nastia Liukin,0.11258818268042226,0.09897382235088742,797,20,5,percent
Robert Herjavec,0.14540077260550438,0.09963779088578245,797,20,5,percent
Noah Galloway,0.12230708754406346,0.09350321859590453,797,20,5,percent
Patti LaBelle,0.12556326651369867,0.09950733682553527,797,20,5,percent
Chris Soules,0.12737536416633163,0.101466145674652,797,20,5,percent
Willow Shields,0.12968979291941474,0.10381944010901248,868,20,6,percent
Riker Lynch,0.13483451114327324,0.10629968060541316,868,20,6,percent
Rumer Willis,0.13765439200986665,0.10431324861475796,868,20,6,percent
Nastia Liukin,0.12942687990375676,0.10251900539000713,868,20,6,percent
Robert Herjavec,0.14157033251179363,0.10438195802592896,868,20,6,percent
Noah Galloway,0.13625959052180908,0.09943672962542963,868,20,6,percent
Patti LaBelle,0.04807372060773754,0.003056745742513216,868,20,6,percent
Chris Soules,0.1424907803823495,0.1029234032320307,868,20,6,percent
Willow Shields,0.05509641873278247,9.71445146547012e-17,282,20,7,percent
Riker Lynch,0.136376661521729,0.10379097537884588,282,20,7,percent
Rumer Willis,0.13149873981595434,0.10114581899438368,282,20,7,percent
Nastia Liukin,0.14490162749350347,0.10790367929512187,282,20,7,percent
Robert Herjavec,0.18599925756598815,0.10481436048419222,282,20,7,percent
Noah Galloway,0.13665018984167884,0.1025942529323075,282,20,7,percent
Chris Soules,0.20947710502836206,0.11680042714800516,282,20,7,percent
Riker Lynch,0.1733866616791262,0.11750446734102829,2837,20,8,percent
Rumer Willis,0.1703222000820085,0.11776690537463524,2837,20,8,percent
Nastia Liukin,0.18012943633569206,0.11902944547270979,2837,20,8,percent
Robert Herjavec,0.13808300902313678,0.10669633694390285,2837,20,8,percent
Noah Galloway,0.20025944815712765,0.12091731985637905,2837,20,8,percent
Chris Soules,0.13781924472291593,0.10453574358212385,2837,20,8,percent
Riker Lynch,0.29652242328875345,0.13670803426759282,1271,20,9,percent
Rumer Willis,0.2916129032258112,0.13521610045586846,1271,20,9,percent
Nastia Liukin,0.12000000000000216,2.1371793224034263e-15,1271,20,9,percent
Noah Galloway,0.291864673485449,0.13593711441184048,1271,20,9,percent
Gary Busey,0.10919341616631058,0.09197383284279896,2636,21,2,percent
Alexa PenaVega,0.09401282311175758,0.08642515661470275,2636,21,2,percent
Carlos PenaVega,0.09222499988171962,0.08467297980651925,2636,21,2,percent
Victor Espinoza,0.0817702593696654,0.0808122115349333,2636,21,2,percent
Alek Skarlatos,0.09050044530509437,0.08405805207370508,2636,21,2,percent
Chaka Khan,0.0626452842878438,0.06524598676707295,2636,21,2,percent
Andy Grammer,0.09286773797900577,0.08703043100488037,2636,21,2,percent
Nick Carter,0.09003629239690875,0.08376391156338389,2636,21,2,percent
Hayes Grier,0.09239724959503265,0.0852177154411593,2636,21,2,percent
Bindi Irwin,0.09416431711755471,0.08733325017213184,2636,21,2,percent
Paula Deen,0.1001871747891063,0.09039466623873356,2636,21,2,percent
Gary Busey,0.049682187860854043,0.009792903832634764,2219,21,4,percent
Alexa PenaVega,0.12229687739324865,0.09915293666967243,2219,21,4,percent
Carlos PenaVega,0.1128453553205539,0.09450816621880098,2219,21,4,percent
Alek Skarlatos,0.11631745396795504,0.09596076261202242,2219,21,4,percent
Andy Grammer,0.11695364085189774,0.09961730130163593,2219,21,4,percent
Nick Carter,0.1167338453634768,0.09768999817348366,2219,21,4,percent
Hayes Grier,0.11762206693604048,0.09907279587806207,2219,21,4,percent
Bindi Irwin,0.11565155644853391,0.09570022704865963,2219,21,4,percent
Paula Deen,0.13189701585745298,0.10143129742480123,2219,21,4,percent
Alexa PenaVega,0.13815543188555468,0.10417818743049746,2463,21,6,percent
Carlos PenaVega,0.13008238086625545,0.10316599796724649,2463,21,6,percent
Alek Skarlatos,0.1397517245598412,0.10455174970497408,2463,21,6,percent
Andy Grammer,0.13110798468227694,0.10448426460212878,2463,21,6,percent
Nick Carter,0.1363823661588798,0.10689965635882125,2463,21,6,percent
Hayes Grier,0.13514815591383222,0.10538275396126237,2463,21,6,percent
Bindi Irwin,0.13129027077754696,0.10281703970815524,2463,21,6,percent
Paula Deen,0.05808168515581217,0.011223235733452465,2463,21,6,percent
Alexa PenaVega,0.16172287990469733,0.11519397735694743,740,21,7,percent
Carlos PenaVega,0.1616620752984383,0.11282191925418329,740,21,7,percent
Alek Skarlatos,0.15056957784230446,0.1057801028248273,740,21,7,percent
Andy Grammer,0.15706698433971086,0.1088414015320596,740,21,7,percent
Nick Carter,0.15847417665599423,0.11148497274136368,740,21,7,percent
Hayes Grier,0.0550964187327814,9.71445146547012e-16,740,21,7,percent
Bindi Irwin,0.15540788722606835,0.10713459735723328,740,21,7,percent
Alexa PenaVega,0.19047619047619285,0.12213095857211588,1535,21,8,percent
Carlos PenaVega,0.18092579051164595,0.11998168885192957,1535,21,8,percent
Alek Skarlatos,0.20017726960491258,0.11913541207200351,1535,21,8,percent
Andy Grammer,0.07582707350040897,0.009272668287474879,1535,21,8,percent
Nick Carter,0.1731214961554679,0.11762347440644776,1535,21,8,percent
Bindi Irwin,0.17947217975138105,0.11839713328207581,1535,21,8,percent
Alexa PenaVega,0.08759124087591089,1.5265566588595902e-15,757,21,9,percent
Carlos PenaVega,0.2117463286696443,0.12308639991669469,757,21,9,percent
Alek Skarlatos,0.2687327040083317,0.12590476852750543,757,21,9,percent
Nick Carter,0.21902631401324982,0.1278456477685988,757,21,9,percent
Bindi Irwin,0.21290341243286667,0.12391807996400274,757,21,9,percent
Mischa Barton,0.0958079451517265,0.08657396407396403,2421,22,2,percent
Kim Fields,0.08834443522553895,0.08427428021643507,2421,22,2,percent
Jodie Sweetin,0.08545978088662093,0.08142759341582186,2421,22,2,percent
Doug Flutie,0.08566576691711104,0.08354702579264896,2421,22,2,percent
Von Miller,0.0879335531647667,0.08338557901739982,2421,22,2,percent
Antonio Brown,0.08543694370164699,0.08194382250890048,2421,22,2,percent
Paige VanZant,0.08778886644112618,0.08404265529350192,2421,22,2,percent
Geraldo Rivera,0.03539434270012701,0.007898397468363407,2421,22,2,percent
Nyle DiMarco,0.08732278331255301,0.08278067757002763,2421,22,2,percent
Ginger Zee,0.08939817732085856,0.08509370141303335,2421,22,2,percent
Wanya Morris,0.08877519178349504,0.08397652469852869,2421,22,2,percent
Marla Maples,0.08267221339442012,0.08009188022812669,2421,22,2,percent
Mischa Barton,0.035217150547937864,0.004445738056177018,1765,22,3,percent
Kim Fields,0.0942610897610332,0.08576132545801841,1765,22,3,percent
Jodie Sweetin,0.09617739543200424,0.08869622073090734,1765,22,3,percent
Doug Flutie,0.09460314071923503,0.08489788549239947,1765,22,3,percent
Von Miller,0.09854061844976363,0.08712602946084437,1765,22,3,percent
Antonio Brown,0.09685398465373068,0.08579261110969501,1765,22,3,percent
Paige VanZant,0.0981036435790845,0.08839141693281233,1765,22,3,percent
Nyle DiMarco,0.09789465530318585,0.09112107326819754,1765,22,3,percent
Ginger Zee,0.09656699971705592,0.08756827332204632,1765,22,3,percent
Wanya Morris,0.09468002062809999,0.08644042509317976,1765,22,3,percent
Marla Maples,0.09710130120887052,0.08856755343651886,1765,22,3,percent
Kim Fields,0.10041310318816803,0.08956172874689393,1073,22,4,percent
Jodie Sweetin,0.11845847875448456,0.09653680939267228,1073,22,4,percent
Doug Flutie,0.13678050226690924,0.0981823434186826,1073,22,4,percent
Von Miller,0.10048696856857532,0.08807662895917276,1073,22,4,percent
Antonio Brown,0.10328274165059137,0.09083983091134844,1073,22,4,percent
Paige VanZant,0.1000306446629479,0.08913864492466375,1073,22,4,percent
Nyle DiMarco,0.10052510078205079,0.08940114162128869,1073,22,4,percent
Ginger Zee,0.10352820199163724,0.09201839207115022,1073,22,4,percent
Wanya Morris,0.09713752079752339,0.08844851745356938,1073,22,4,percent
Marla Maples,0.039356737337106325,0.005282239187046772,1073,22,4,percent
Kim Fields,0.1219174641352586,0.0983083878823322,1758,22,6,percent
Jodie Sweetin,0.11711310385834653,0.09617175625711649,1758,22,6,percent
Doug Flutie,0.045896992383654155,0.005849680951730235,1758,22,6,percent
Von Miller,0.12050804043348226,0.09739036457331723,1758,22,6,percent
Antonio Brown,0.11846850922644453,0.09968922320626988,1758,22,6,percent
Paige VanZant,0.11873708487070296,0.09813950715780842,1758,22,6,percent
Nyle DiMarco,0.11683232023025819,0.09443916160866031,1758,22,6,percent
Ginger Zee,0.12241815105377385,0.09937799354813164,1758,22,6,percent
Wanya Morris,0.11810833380808948,0.09835508824039363,1758,22,6,percent
Kim Fields,0.09526421069578699,0.08859524441978363,1948,22,7,percent
Jodie Sweetin,0.13888746479874017,0.10206975139086008,1948,22,7,percent
Von Miller,0.09443673936721887,0.08535987831380458,1948,22,7,percent
Antonio Brown,0.14209976246176317,0.10526423599723987,1948,22,7,percent
Paige VanZant,0.1324927753658185,0.1011906118121041,1948,22,7,percent
Nyle DiMarco,0.1325193084138543,0.10400062789364456,1948,22,7,percent
Ginger Zee,0.13129451593377003,0.10329882991986669,1948,22,7,percent
Wanya Morris,0.1330052229630488,0.10439436794379942,1948,22,7,percent
Jodie Sweetin,0.06802721088435316,5.828670879282072e-16,497,22,8,percent
Antonio Brown,0.2106516650925967,0.11536549102481827,497,22,8,percent
Paige VanZant,0.16860345747957137,0.11320296790353858,497,22,8,percent
Nyle DiMarco,0.16564694288178047,0.11670664507065473,497,22,8,percent
Ginger Zee,0.1699859018053903,0.11524093063268874,497,22,8,percent
Wanya Morris,0.21708482185630873,0.12061252024231543,497,22,8,percent
Antonio Brown,0.16376170463761994,0.11897182878332929,1980,22,9,percent
Paige VanZant,0.22386271473863656,0.12647902270321218,1980,22,9,percent
Nyle DiMarco,0.226922509769234,0.12747938848813567,1980,22,9,percent
Ginger Zee,0.22856300228563947,0.1263616923596691,1980,22,9,percent
Wanya Morris,0.1568900685689034,0.11435722269189849,1980,22,9,percent
Jake T. Austin,0.026827608413346145,0.002750575854277083,863,23,2,percent
Maureen McCormick,0.07915822397500386,0.07788720819402611,863,23,2,percent
Marilu Henner,0.0737442729804841,0.07311485928659839,863,23,2,percent
Ryan Lochte,0.08471802145360012,0.08053105428243114,863,23,2,percent
Calvin Johnson Jr.,0.07823391110098984,0.07969576864730277,863,23,2,percent
Laurie Hernandez,0.08151384777841236,0.08218500311192979,863,23,2,percent
Amber Rose,0.08628454076237846,0.07995849263469823,863,23,2,percent
Rick Perry,0.09765707003083961,0.08292108005642532,863,23,2,percent
James Hinchcliffe,0.0753045182240959,0.07334840434777404,863,23,2,percent
Babyface,0.08042831923570762,0.0823757054233963,863,23,2,percent
Vanilla Ice,0.07834305253436327,0.07719063655858265,863,23,2,percent
Jana Kramer,0.07944280161735853,0.08229988769045218,863,23,2,percent
Terra Jole,0.07834381189341882,0.07796573703712777,863,23,2,percent
Maureen McCormick,0.08710296931922967,0.08459568676267012,1344,23,3,percent
Marilu Henner,0.08426080446302887,0.08084775786495595,1344,23,3,percent
Ryan Lochte,0.09480813205357846,0.08920591945886587,1344,23,3,percent
Calvin Johnson Jr.,0.08162610901767552,0.07809187624242533,1344,23,3,percent
Laurie Hernandez,0.0875453792844596,0.08354950108801858,1344,23,3,percent
Amber Rose,0.08929342108322291,0.08366184319234801,1344,23,3,percent
Rick Perry,0.030557997050554307,0.0035718525899278712,1344,23,3,percent
James Hinchcliffe,0.08515743975308276,0.08044887381362094,1344,23,3,percent
Babyface,0.08977218533569521,0.08287928556336278,1344,23,3,percent
Vanilla Ice,0.09662506795129093,0.08519532691913893,1344,23,3,percent
Jana Kramer,0.08619392184687943,0.08194536591999761,1344,23,3,percent
Terra Jole,0.0870565728412931,0.08301372973047189,1344,23,3,percent
Maureen McCormick,0.09866570097576226,0.08950483952294927,2492,23,4,percent
Marilu Henner,0.10149317898027722,0.08992614136728862,2492,23,4,percent
Ryan Lochte,0.09675166910815408,0.08776810485333741,2492,23,4,percent
Calvin Johnson Jr.,0.08993253330321116,0.08073484507602574,2492,23,4,percent
Laurie Hernandez,0.09299198727993946,0.08615114535733608,2492,23,4,percent
Amber Rose,0.09445452598870083,0.08794288158039458,2492,23,4,percent
James Hinchcliffe,0.09550794770811352,0.08750302954922172,2492,23,4,percent
Babyface,0.050053346036723706,0.04665924308841034,2492,23,4,percent
Vanilla Ice,0.08844668770122578,0.08648467522570467,2492,23,4,percent
Jana Kramer,0.09801433035499159,0.08853169951394628,2492,23,4,percent
Terra Jole,0.09368809256289985,0.08560887890278955,2492,23,4,percent
Maureen McCormick,0.11953243411279926,0.09529506922244145,1663,23,6,percent
Marilu Henner,0.11531524494862301,0.09633905617344964,1663,23,6,percent
Ryan Lochte,0.12716187142081625,0.10042671335101959,1663,23,6,percent
Calvin Johnson Jr.,0.11931920023462582,0.10099798370352553,1663,23,6,percent
Laurie Hernandez,0.1128225679044051,0.09318490455757289,1663,23,6,percent
Amber Rose,0.04539216181617221,0.006228024726559201,1663,23,6,percent
James Hinchcliffe,0.11255956820814558,0.09412973366904695,1663,23,6,percent
Jana Kramer,0.11561282767101065,0.09457812177588037,1663,23,6,percent
Terra Jole,0.13228412368341094,0.10442195003962142,1663,23,6,percent
Maureen McCormick,0.047434377103297724,0.0027195543009001623,779,23,7,percent
Marilu Henner,0.14196913391777274,0.10436090585877424,779,23,7,percent
Ryan Lochte,0.13777223739455072,0.10299712597335808,779,23,7,percent
Calvin Johnson Jr.,0.13615510524010452,0.10877913394132636,779,23,7,percent
Laurie Hernandez,0.1370142769828004,0.10169589228483042,779,23,7,percent
James Hinchcliffe,0.1228654952017397,0.0986279303093187,779,23,7,percent
Jana Kramer,0.14291714671763273,0.10733680599700676,779,23,7,percent
Terra Jole,0.1338722274421034,0.09852666337077629,779,23,7,percent
Marilu Henner,0.18982478596803654,0.11266406784393117,990,23,8,percent
Ryan Lochte,0.06199738431143296,0.00830954615214434,990,23,8,percent
Calvin Johnson Jr.,0.15031119273543472,0.1115647079910979,990,23,8,percent
Laurie Hernandez,0.13659552364786498,0.10278175888964951,990,23,8,percent
James Hinchcliffe,0.13596015248907795,0.10529467574010863,990,23,8,percent
Jana Kramer,0.14513454100230933,0.10891253318006289,990,23,8,percent
Terra Jole,0.1801764198458414,0.11405657624492516,990,23,8,percent
Marilu Henner,0.07182434525243404,0.006102742225710858,1186,23,9,percent
Calvin Johnson Jr.,0.19540328779066599,0.12257078048918174,1186,23,9,percent
Laurie Hernandez,0.17269504766493607,0.1178512764107514,1186,23,9,percent
James Hinchcliffe,0.18911105757648877,0.11635972999713738,1186,23,9,percent
Jana Kramer,0.173911048399125,0.11651308818964663,1186,23,9,percent
Terra Jole,0.19705521331635684,0.11997115012621352,1186,23,9,percent
Calvin Johnson Jr.,0.22864314359078125,0.12898831569940394,1012,23,10,percent
Laurie Hernandez,0.23008568708346744,0.13002107119994913,1012,23,10,percent
James Hinchcliffe,0.22748910879663237,0.12508195554842852,1012,23,10,percent
Jana Kramer,0.22619081965321466,0.12544713534893248,1012,23,10,percent
Terra Jole,0.08759124087591046,1.9567680809018384e-15,1012,23,10,percent
Charo,0.08823120798902793,0.08216424270261868,1584,24,2,percent
Mr. T,0.10132771343478503,0.08764951705150935,1584,24,2,percent
Heather Morris,0.08700804384271128,0.084621629310029,1584,24,2,percent
Nancy Kerrigan,0.08613359505002162,0.08291026046502067,1584,24,2,percent
Bonner Bolton,0.08543860091011257,0.08221912861006082,1584,24,2,percent
Simone Biles,0.08559553199306771,0.08108410937854296,1584,24,2,percent
David Ross,0.08476668810845835,0.07937902985889482,1584,24,2,percent
Rashad Jennings,0.08699882598552607,0.0830304213804078,1584,24,2,percent
Chris Kattan,0.03191315363561119,0.004707591223004267,1584,24,2,percent
Erika Jayne,0.08174424374174905,0.07840086791403746,1584,24,2,percent
Normani,0.08827734864836181,0.08467402991327325,1584,24,2,percent
Nick Viall,0.09256504666055738,0.08770205271125586,1584,24,2,percent
Charo,0.033996725869835084,0.004441739890169963,1239,24,3,percent
Mr. T,0.10486564960239461,0.09004254642545487,1239,24,3,percent
Heather Morris,0.09471221701698274,0.08802298308388404,1239,24,3,percent
Nancy Kerrigan,0.09145193209555891,0.08621180068589421,1239,24,3,percent
Bonner Bolton,0.10407255625013548,0.08673520395819193,1239,24,3,percent
Simone Biles,0.09129111129860676,0.0834752475580342,1239,24,3,percent
David Ross,0.09292087773946967,0.0875437759852697,1239,24,3,percent
Rashad Jennings,0.09220248699720969,0.08710521205100825,1239,24,3,percent
Erika Jayne,0.09785427744127091,0.08417263891798586,1239,24,3,percent
Normani,0.09627425167735477,0.08921761288961498,1239,24,3,percent
Nick Viall,0.10035791401118349,0.0896943912624377,1239,24,3,percent
Mr. T,0.03899499025164285,0.004692813609478421,1562,24,4,percent
Heather Morris,0.10206458045981241,0.08955499195750598,1562,24,4,percent
Nancy Kerrigan,0.1043213871793529,0.09065182493356691,1562,24,4,percent
Bonner Bolton,0.10838726487585044,0.0926225199693453,1562,24,4,percent
Simone Biles,0.10664038423741161,0.09430761192193336,1562,24,4,percent
David Ross,0.10605846655105165,0.08996992988852083,1562,24,4,percent
Rashad Jennings,0.10176889445701008,0.0888878858352654,1562,24,4,percent
Erika Jayne,0.11387736204023144,0.09582973338348429,1562,24,4,percent
Normani,0.10734260596773945,0.09473756192874692,1562,24,4,percent
Nick Viall,0.1105440639798932,0.09222962678046687,1562,24,4,percent
Heather Morris,0.11210910456608375,0.09397149506196921,713,24,5,percent
Nancy Kerrigan,0.11597416238554664,0.09883836527791942,713,24,5,percent
Bonner Bolton,0.13258726136277968,0.09889406576015128,713,24,5,percent
Simone Biles,0.10663121237810018,0.09097969790366994,713,24,5,percent
David Ross,0.14000850289112043,0.0985174419324404,713,24,5,percent
Rashad Jennings,0.12148963097806625,0.09699834996460019,713,24,5,percent
Erika Jayne,0.042221320301075796,0.0038676172221538976,713,24,5,percent
Normani,0.110418559832161,0.09593069205510997,713,24,5,percent
Nick Viall,0.1185602453050639,0.10023331004857018,713,24,5,percent
Heather Morris,0.045992115637319315,6.938893903907228e-18,37,24,6,percent
Nancy Kerrigan,0.12264564169951817,0.0960118649730515,37,24,6,percent
Bonner Bolton,0.17104094896473346,0.10964925790144273,37,24,6,percent
Simone Biles,0.16142818245314963,0.1301560668948496,37,24,6,percent
David Ross,0.15032377975873376,0.09351964243036914,37,24,6,percent
Rashad Jennings,0.14800345680766183,0.10412844122994505,37,24,6,percent
Normani,0.052562417871222074,6.938893903907228e-18,37,24,6,percent
Nick Viall,0.1480034568076618,0.08583018940495715,37,24,6,percent
Nancy Kerrigan,0.11702457540062006,0.09618404314279519,1685,24,7,percent
Bonner Bolton,0.18011515206012113,0.11302057300474193,1685,24,7,percent
Simone Biles,0.14519405002275249,0.10860759732645649,1685,24,7,percent
David Ross,0.17288231655644704,0.11322967632658427,1685,24,7,percent
Rashad Jennings,0.14439948445883147,0.10895752656063472,1685,24,7,percent
Normani,0.14295640516304123,0.10743655381988416,1685,24,7,percent
Nick Viall,0.09742801633818593,0.08325111087420253,1685,24,7,percent
Bonner Bolton,0.10129164351552615,0.01738716102448399,1918,24,8,percent
Simone Biles,0.22213680613169856,0.13151353149017803,1918,24,8,percent
David Ross,0.2510979350448792,0.12693256368276137,1918,24,8,percent
Rashad Jennings,0.21746344656463135,0.12872871389216373,1918,24,8,percent
Normani,0.2080101687432981,0.1312793587083236,1918,24,8,percent
Simone Biles,0.12000000000000216,2.1371793224034263e-15,1271,24,9,percent
David Ross,0.29255704169945385,0.13568948449811757,1271,24,9,percent
Rashad Jennings,0.2918646734854489,0.13593711441184048,1271,24,9,percent
Normani,0.2955782848151109,0.1362656669564225,1271,24,9,percent
Sasha Pieterse,0.07990710483617952,0.08046864255359157,2034,25,2,percent
Frankie Muniz,0.07793049252341706,0.07664032249770591,2034,25,2,percent
Jordan Fisher,0.07974021749851937,0.08029847864395365,2034,25,2,percent
Derek Fisher,0.08533140535355803,0.08137127923699242,2034,25,2,percent
Nikki Bella,0.08368522229866987,0.0814070254453368,2034,25,2,percent
Terrell Owens,0.08483324918608924,0.0811860190987011,2034,25,2,percent
Victoria Arlen,0.08014054058364616,0.07986681013615195,2034,25,2,percent
Barbara Corcoran,0.038742820833047434,0.03961404824544135,2034,25,2,percent
Lindsey Stirling,0.07947519977481265,0.07983350352677833,2034,25,2,percent
Debbie Gibson,0.0696036442504856,0.07223200201947803,2034,25,2,percent
Nick Lachey,0.0818802623340288,0.07913417087503669,2034,25,2,percent
Drew Scott,0.08032546649111422,0.07976684400873994,2034,25,2,percent
Vanessa Lachey,0.07840437403644138,0.07644387185275857,2034,25,2,percent
Sasha Pieterse,0.09717214229062192,0.08604576339544873,851,25,4,percent
Frankie Muniz,0.0962575469312677,0.08373684778822574,851,25,4,percent
Jordan Fisher,0.09567594772126091,0.08921807365838097,851,25,4,percent
Derek Fisher,0.03223978822219761,0.0023166875988482943,851,25,4,percent
Nikki Bella,0.09765486177396102,0.0888850423836024,851,25,4,percent
Terrell Owens,0.09352748946942847,0.08373305098372218,851,25,4,percent
Victoria Arlen,0.09360055434411672,0.08869358803443313,851,25,4,percent
Lindsey Stirling,0.09276145233655371,0.08560928109610676,851,25,4,percent
Nick Lachey,0.10958160413714829,0.09255066523427981,851,25,4,percent
Drew Scott,0.09381226701271397,0.08644418741557071,851,25,4,percent
Vanessa Lachey,0.09771634576073054,0.08607313492171766,851,25,4,percent
Sasha Pieterse,0.037226088104934434,0.0036171974210029625,952,25,5,percent
Frankie Muniz,0.1003758230022799,0.09105061028697525,952,25,5,percent
Jordan Fisher,0.09863745660843899,0.08559713621854402,952,25,5,percent
Nikki Bella,0.10577948832967629,0.0947216720399078,952,25,5,percent
Terrell Owens,0.10147662235196148,0.08656310457453625,952,25,5,percent
Victoria Arlen,0.09989722077694323,0.08805009951288148,952,25,5,percent
Lindsey Stirling,0.10417304708091017,0.09349407636231492,952,25,5,percent
Nick Lachey,0.12376072905791374,0.09525756022209099,952,25,5,percent
Drew Scott,0.1106426448102604,0.09176072037007055,952,25,5,percent
Vanessa Lachey,0.11803087987667535,0.09781445562366597,952,25,5,percent
Frankie Muniz,0.1202101410068885,0.09680826669182903,2100,25,6,percent
Jordan Fisher,0.11629360960263067,0.09734382639121746,2100,25,6,percent
