celebrity_name,season,week,average_score
Rumer Willis,20,9,9.75
Noah Galloway,20,9,9.5
Charlotte McKinney,20,9,0.0
Chris Soules,20,9,0.0
Michael Sam,20,9,0.0
Patti LaBelle,20,9,0.0
Redfoo,20,9,0.0
Robert Herjavec,20,9,0.0
Suzanne Somers,20,9,0.0
Willow Shields,20,9,0.0
Bindi Irwin,21,1,8.0
Nick Carter,21,1,8.0
Carlos PenaVega,21,1,7.666666666666667
Tamar Braxton,21,1,7.666666666666667
Alek Skarlatos,21,1,7.333333333333333
Alexa PenaVega,21,1,7.333333333333333
Andy Grammer,21,1,7.0
Hayes Grier,21,1,7.0
Gary Busey,21,1,5.0
Paula Deen,21,1,5.0
Victor Espinoza,21,1,5.0
Chaka Khan,21,1,4.333333333333333
Kim Zolciak-Biermann,21,1,4.0
Bindi Irwin,21,10,10.5
Carlos PenaVega,21,10,10.5
Alek Skarlatos,21,10,9.5
Nick Carter,21,10,9.0
Alexa PenaVega,21,10,0.0
Andy Grammer,21,10,0.0
Chaka Khan,21,10,0.0
Gary Busey,21,10,0.0
Hayes Grier,21,10,0.0
Kim Zolciak-Biermann,21,10,0.0
Paula Deen,21,10,0.0
Tamar Braxton,21,10,0.0
Victor Espinoza,21,10,0.0
Bindi Irwin,21,11,10.0
Carlos PenaVega,21,11,10.0
Nick Carter,21,11,10.0
Alek Skarlatos,21,11,9.3333
Alexa PenaVega,21,11,0.0
Andy Grammer,21,11,0.0
Chaka Khan,21,11,0.0
Gary Busey,21,11,0.0
Hayes Grier,21,11,0.0
Kim Zolciak-Biermann,21,11,0.0
Paula Deen,21,11,0.0
Tamar Braxton,21,11,0.0
Victor Espinoza,21,11,0.0
Tamar Braxton,21,2,8.166666666666666
Bindi Irwin,21,2,8.0
Alexa PenaVega,21,2,7.666666666666667
Alek Skarlatos,21,2,7.5
Carlos PenaVega,21,2,7.5
Hayes Grier,21,2,7.5
Nick Carter,21,2,7.5
Andy Grammer,21,2,7.333333333333333
Kim Zolciak-Biermann,21,2,6.166666666666667
Paula Deen,21,2,6.166666666666667
Victor Espinoza,21,2,6.166666666666667
Gary Busey,21,2,5.5
Chaka Khan,21,2,5.0
Alexa PenaVega,21,3,9.0
Nick Carter,21,3,9.0
Alek Skarlatos,21,3,8.25
Tamar Braxton,21,3,8.25
Bindi Irwin,21,3,8.0
Carlos PenaVega,21,3,7.75
Hayes Grier,21,3,7.5
Andy Grammer,21,3,7.25
Gary Busey,21,3,6.25
Paula Deen,21,3,5.0
Chaka Khan,21,3,0.0
Kim Zolciak-Biermann,21,3,0.0
Victor Espinoza,21,3,0.0
Bindi Irwin,21,4,9.333333333333334
Hayes Grier,21,4,9.0
Nick Carter,21,4,9.0
Tamar Braxton,21,4,9.0
Carlos PenaVega,21,4,8.333333333333334
Alek Skarlatos,21,4,8.0
Andy Grammer,21,4,7.666666666666667
Alexa PenaVega,21,4,7.0
Paula Deen,21,4,6.0
Gary Busey,21,4,5.333333333333333
Chaka Khan,21,4,0.0
Kim Zolciak-Biermann,21,4,0.0
Victor Espinoza,21,4,0.0
Alexa PenaVega,21,5,10.0
Carlos PenaVega,21,5,9.75
Bindi Irwin,21,5,9.25
Andy Grammer,21,5,9.0
Nick Carter,21,5,8.75
Hayes Grier,21,5,7.5
Alek Skarlatos,21,5,7.25
Tamar Braxton,21,5,7.25
Paula Deen,21,5,6.5
Chaka Khan,21,5,0.0
Gary Busey,21,5,0.0
Kim Zolciak-Biermann,21,5,0.0
Victor Espinoza,21,5,0.0
Andy Grammer,21,6,10.0
Bindi Irwin,21,6,10.0
Tamar Braxton,21,6,10.0
Nick Carter,21,6,9.75
Carlos PenaVega,21,6,9.5
Hayes Grier,21,6,8.0
Alek Skarlatos,21,6,7.5
Alexa PenaVega,21,6,7.5
Paula Deen,21,6,6.0
Chaka Khan,21,6,0.0
Gary Busey,21,6,0.0
Kim Zolciak-Biermann,21,6,0.0
Victor Espinoza,21,6,0.0
Bindi Irwin,21,7,9.666666666666666
Andy Grammer,21,7,9.333333333333334
Carlos PenaVega,21,7,9.333333333333334
Hayes Grier,21,7,9.333333333333334
Alexa PenaVega,21,7,9.166666666666666
Nick Carter,21,7,9.0
Tamar Braxton,21,7,9.0
Alek Skarlatos,21,7,8.833333333333334
Chaka Khan,21,7,0.0
Gary Busey,21,7,0.0
Kim Zolciak-Biermann,21,7,0.0
Paula Deen,21,7,0.0
Victor Espinoza,21,7,0.0
Nick Carter,21,8,11.0
Carlos PenaVega,21,8,9.6666
Bindi Irwin,21,8,9.333333333333334
Tamar Braxton,21,8,9.333333333333334
Alexa PenaVega,21,8,8.999933333333333
Alek Skarlatos,21,8,8.333333333333334
Andy Grammer,21,8,7.999933333333334
Chaka Khan,21,8,0.0
Gary Busey,21,8,0.0
Hayes Grier,21,8,0.0
Kim Zolciak-Biermann,21,8,0.0
Paula Deen,21,8,0.0
Victor Espinoza,21,8,0.0
Alexa PenaVega,21,9,10.0
Bindi Irwin,21,9,10.0
Nick Carter,21,9,9.166666666666666
Carlos PenaVega,21,9,9.0
Alek Skarlatos,21,9,8.5
Tamar Braxton,21,9,8.166666666666666
Andy Grammer,21,9,0.0
Chaka Khan,21,9,0.0
Gary Busey,21,9,0.0
Hayes Grier,21,9,0.0
Kim Zolciak-Biermann,21,9,0.0
Paula Deen,21,9,0.0
Victor Espinoza,21,9,0.0
Ginger Zee,22,1,7.666666666666667
Nyle DiMarco,22,1,7.666666666666667
Wanya Morris,22,1,7.666666666666667
Antonio Brown,22,1,7.0
Marla Maples,22,1,7.0
Paige VanZant,22,1,7.0
Von Miller,22,1,7.0
Jodie Sweetin,22,1,6.666666666666667
Kim Fields,22,1,6.666666666666667
Mischa Barton,22,1,5.333333333333333
Doug Flutie,22,1,5.0
Geraldo Rivera,22,1,4.333333333333333
Paige VanZant,22,10,9.888866666666667
Nyle DiMarco,22,10,9.6666
Ginger Zee,22,10,9.4444
Antonio Brown,22,10,0.0
Doug Flutie,22,10,0.0
Geraldo Rivera,22,10,0.0
Jodie Sweetin,22,10,0.0
Kim Fields,22,10,0.0
Marla Maples,22,10,0.0
Mischa Barton,22,10,0.0
Von Miller,22,10,0.0
Wanya Morris,22,10,0.0
Paige VanZant,22,2,8.0
Wanya Morris,22,2,8.0
Ginger Zee,22,2,7.0
Jodie Sweetin,22,2,7.0
Doug Flutie,22,2,6.666666666666667
Marla Maples,22,2,6.666666666666667
Nyle DiMarco,22,2,6.666666666666667
Von Miller,22,2,6.666666666666667
Antonio Brown,22,2,6.333333333333333
Kim Fields,22,2,6.333333333333333
Mischa Barton,22,2,5.0
Geraldo Rivera,22,2,4.333333333333333
Nyle DiMarco,22,3,8.333333333333334
Wanya Morris,22,3,8.0
Jodie Sweetin,22,3,7.666666666666667
Paige VanZant,22,3,7.666666666666667
Kim Fields,22,3,7.333333333333333
Ginger Zee,22,3,7.0
Marla Maples,22,3,7.0
Antonio Brown,22,3,6.666666666666667
Doug Flutie,22,3,6.666666666666667
Von Miller,22,3,6.666666666666667
Mischa Barton,22,3,6.0
Geraldo Rivera,22,3,0.0
Ginger Zee,22,4,9.0
Paige VanZant,22,4,9.0
Antonio Brown,22,4,8.75
Wanya Morris,22,4,8.75
Nyle DiMarco,22,4,8.5
Kim Fields,22,4,8.0
Von Miller,22,4,8.0
Marla Maples,22,4,7.0
Jodie Sweetin,22,4,6.75
Doug Flutie,22,4,6.0
Geraldo Rivera,22,4,0.0
Mischa Barton,22,4,0.0
Nyle DiMarco,22,5,9.25
Jodie Sweetin,22,5,8.75
Ginger Zee,22,5,8.0
Paige VanZant,22,5,7.75
Wanya Morris,22,5,7.5
Von Miller,22,5,7.25
Doug Flutie,22,5,7.0
Kim Fields,22,5,7.0
Antonio Brown,22,5,6.5
Geraldo Rivera,22,5,0.0
Marla Maples,22,5,0.0
Mischa Barton,22,5,0.0
Wanya Morris,22,6,9.666666666666666
Paige VanZant,22,6,9.333333333333334
Antonio Brown,22,6,9.0
Jodie Sweetin,22,6,8.333333333333334
Nyle DiMarco,22,6,8.333333333333334
Ginger Zee,22,6,8.0
Kim Fields,22,6,8.0
Von Miller,22,6,8.0
Doug Flutie,22,6,7.0
Geraldo Rivera,22,6,0.0
Marla Maples,22,6,0.0
Mischa Barton,22,6,0.0
Nyle DiMarco,22,7,9.333333333333334
Ginger Zee,22,7,9.166666666666666
Paige VanZant,22,7,9.166666666666666
Wanya Morris,22,7,9.166666666666666
Antonio Brown,22,7,8.666666666666666
Kim Fields,22,7,8.666666666666666
Von Miller,22,7,8.666666666666666
Jodie Sweetin,22,7,8.5
Doug Flutie,22,7,0.0
Geraldo Rivera,22,7,0.0
Marla Maples,22,7,0.0
Mischa Barton,22,7,0.0
Ginger Zee,22,8,10.0
Jodie Sweetin,22,8,10.0
Nyle DiMarco,22,8,9.666666666666666
Paige VanZant,22,8,9.333333333333334
Antonio Brown,22,8,9.0
Wanya Morris,22,8,8.333333333333334
Doug Flutie,22,8,0.0
Geraldo Rivera,22,8,0.0
Kim Fields,22,8,0.0
Marla Maples,22,8,0.0
Mischa Barton,22,8,0.0
Von Miller,22,8,0.0
Wanya Morris,22,9,10.0
Paige VanZant,22,9,9.833333333333334
Nyle DiMarco,22,9,9.5
Ginger Zee,22,9,9.333333333333334
Antonio Brown,22,9,9.166666666666666
Doug Flutie,22,9,0.0
Geraldo Rivera,22,9,0.0
Jodie Sweetin,22,9,0.0
Kim Fields,22,9,0.0
Marla Maples,22,9,0.0
Mischa Barton,22,9,0.0
Von Miller,22,9,0.0
James Hinchcliffe,23,1,7.75
Laurie Hernandez,23,1,7.75
Jana Kramer,23,1,6.75
Marilu Henner,23,1,6.75
Babyface,23,1,6.5
Calvin Johnson Jr.,23,1,6.5
Terra Jole,23,1,6.25
Vanilla Ice,23,1,6.25
Amber Rose,23,1,6.0
Ryan Lochte,23,1,6.0
Jake T. Austin,23,1,5.5
Maureen McCormick,23,1,5.5
Rick Perry,23,1,5.0
Laurie Hernandez,23,10,10.0
Terra Jole,23,10,10.0
James Hinchcliffe,23,10,9.833333333333334
Jana Kramer,23,10,9.666666666666666
Calvin Johnson Jr.,23,10,9.333333333333334
Amber Rose,23,10,0.0
Babyface,23,10,0.0
Jake T. Austin,23,10,0.0
Marilu Henner,23,10,0.0
Maureen McCormick,23,10,0.0
Rick Perry,23,10,0.0
Ryan Lochte,23,10,0.0
Vanilla Ice,23,10,0.0
Laurie Hernandez,23,11,9.833300000000001
James Hinchcliffe,23,11,9.74995
Calvin Johnson Jr.,23,11,9.583275
Jana Kramer,23,11,8.875
Amber Rose,23,11,0.0
Babyface,23,11,0.0
Jake T. Austin,23,11,0.0
Marilu Henner,23,11,0.0
Maureen McCormick,23,11,0.0
Rick Perry,23,11,0.0
Ryan Lochte,23,11,0.0
Terra Jole,23,11,0.0
Vanilla Ice,23,11,0.0
Laurie Hernandez,23,2,8.0
Terra Jole,23,2,7.75
Babyface,23,2,7.5
James Hinchcliffe,23,2,7.25
Jana Kramer,23,2,7.25
Calvin Johnson Jr.,23,2,7.0
Marilu Henner,23,2,6.75
Maureen McCormick,23,2,6.5
Vanilla Ice,23,2,6.5
Amber Rose,23,2,6.0
Jake T. Austin,23,2,6.0
Ryan Lochte,23,2,6.0
Rick Perry,23,2,5.5
Calvin Johnson Jr.,23,3,8.0
Laurie Hernandez,23,3,7.75
Terra Jole,23,3,7.5
James Hinchcliffe,23,3,7.25
Marilu Henner,23,3,7.0
Maureen McCormick,23,3,7.0
Jana Kramer,23,3,6.5
Amber Rose,23,3,6.25
Babyface,23,3,6.25
Ryan Lochte,23,3,6.25
Rick Perry,23,3,5.75
Vanilla Ice,23,3,5.75
Jake T. Austin,23,3,0.0
Laurie Hernandez,23,4,10.0
James Hinchcliffe,23,4,9.333333333333334
Terra Jole,23,4,8.333333333333334
Amber Rose,23,4,8.0
Maureen McCormick,23,4,8.0
Calvin Johnson Jr.,23,4,7.666666666666667
Jana Kramer,23,4,7.666666666666667
Vanilla Ice,23,4,7.666666666666667
Ryan Lochte,23,4,7.333333333333333
Marilu Henner,23,4,7.0
Babyface,23,4,6.0
Jake T. Austin,23,4,0.0
Rick Perry,23,4,0.0
James Hinchcliffe,23,5,9.666666666666666
Marilu Henner,23,5,9.0
Terra Jole,23,5,9.0
Jana Kramer,23,5,8.666666666666666
Laurie Hernandez,23,5,8.333333333333334
Amber Rose,23,5,8.0
Calvin Johnson Jr.,23,5,8.0
Maureen McCormick,23,5,8.0
Ryan Lochte,23,5,8.0
Babyface,23,5,0.0
Jake T. Austin,23,5,0.0
Rick Perry,23,5,0.0
Vanilla Ice,23,5,0.0
Jana Kramer,23,6,10.0
James Hinchcliffe,23,6,9.5
Calvin Johnson Jr.,23,6,9.25
Laurie Hernandez,23,6,9.25
Marilu Henner,23,6,8.5
Maureen McCormick,23,6,7.75
Ryan Lochte,23,6,7.5
Terra Jole,23,6,7.5
Amber Rose,23,6,7.0
Babyface,23,6,0.0
Jake T. Austin,23,6,0.0
Rick Perry,23,6,0.0
Vanilla Ice,23,6,0.0
Calvin Johnson Jr.,23,7,9.25
James Hinchcliffe,23,7,9.25
Jana Kramer,23,7,8.625
Laurie Hernandez,23,7,8.625
Terra Jole,23,7,8.625
Maureen McCormick,23,7,8.25
Ryan Lochte,23,7,8.25
Marilu Henner,23,7,8.0
Amber Rose,23,7,0.0
Babyface,23,7,0.0
Jake T. Austin,23,7,0.0
Rick Perry,23,7,0.0
Vanilla Ice,23,7,0.0
James Hinchcliffe,23,8,11.6666
Laurie Hernandez,23,8,11.0
Calvin Johnson Jr.,23,8,10.0
Jana Kramer,23,8,10.0
Ryan Lochte,23,8,8.666666666666666
Terra Jole,23,8,8.0
Marilu Henner,23,8,7.666666666666667
Amber Rose,23,8,0.0
Babyface,23,8,0.0
Jake T. Austin,23,8,0.0
Maureen McCormick,23,8,0.0
Rick Perry,23,8,0.0
Vanilla Ice,23,8,0.0
Jana Kramer,23,9,10.0
Laurie Hernandez,23,9,10.0
Terra Jole,23,9,9.5
Calvin Johnson Jr.,23,9,9.25
James Hinchcliffe,23,9,9.0
Marilu Henner,23,9,9.0
Amber Rose,23,9,0.0
Babyface,23,9,0.0
Jake T. Austin,23,9,0.0
Maureen McCormick,23,9,0.0
Rick Perry,23,9,0.0
Ryan Lochte,23,9,0.0
Vanilla Ice,23,9,0.0
Simone Biles,24,1,8.0
Rashad Jennings,24,1,7.75
David Ross,24,1,7.0
Heather Morris,24,1,7.0
Nancy Kerrigan,24,1,7.0
Normani,24,1,6.75
Erika Jayne,24,1,6.0
Nick Viall,24,1,6.0
Bonner Bolton,24,1,5.5
Charo,24,1,5.25
Mr. T,24,1,5.0
Chris Kattan,24,1,4.25
Rashad Jennings,24,10,9.91665
Normani,24,10,9.833300000000001
David Ross,24,10,9.083325
Bonner Bolton,24,10,0.0
Charo,24,10,0.0
Chris Kattan,24,10,0.0
Erika Jayne,24,10,0.0
Heather Morris,24,10,0.0
Mr. T,24,10,0.0
Nancy Kerrigan,24,10,0.0
Nick Viall,24,10,0.0
Simone Biles,24,10,0.0
Normani,24,2,8.0
Rashad Jennings,24,2,8.0
Heather Morris,24,2,7.5
Simone Biles,24,2,7.25
Bonner Bolton,24,2,7.0
Erika Jayne,24,2,7.0
Nancy Kerrigan,24,2,7.0
David Ross,24,2,6.75
Charo,24,2,6.25
Nick Viall,24,2,6.25
Chris Kattan,24,2,5.5
Mr. T,24,2,5.5
Normani,24,3,8.5
Heather Morris,24,3,8.25
Nancy Kerrigan,24,3,8.25
Simone Biles,24,3,8.0
David Ross,24,3,7.75
Rashad Jennings,24,3,7.0
Erika Jayne,24,3,6.5
Nick Viall,24,3,6.5
Bonner Bolton,24,3,6.0
Charo,24,3,6.0
Mr. T,24,3,6.0
Chris Kattan,24,3,0.0
Rashad Jennings,24,4,9.75
Simone Biles,24,4,9.0
Heather Morris,24,4,8.75
Nancy Kerrigan,24,4,8.25
Bonner Bolton,24,4,8.0
Normani,24,4,8.0
David Ross,24,4,7.75
Erika Jayne,24,4,7.5
Nick Viall,24,4,7.5
Mr. T,24,4,7.0
Charo,24,4,0.0
Chris Kattan,24,4,0.0
Normani,24,5,9.75
Simone Biles,24,5,9.5
Nancy Kerrigan,24,5,9.0
Heather Morris,24,5,8.5
Nick Viall,24,5,8.5
Erika Jayne,24,5,8.0
Rashad Jennings,24,5,8.0
Bonner Bolton,24,5,7.5
David Ross,24,5,7.25
Charo,24,5,0.0
Chris Kattan,24,5,0.0
Mr. T,24,5,0.0
Heather Morris,24,6,9.25
Normani,24,6,9.0
Rashad Jennings,24,6,8.75
Simone Biles,24,6,8.625
Nancy Kerrigan,24,6,8.375
Bonner Bolton,24,6,7.875
David Ross,24,6,7.75
Nick Viall,24,6,7.625
Charo,24,6,0.0
Chris Kattan,24,6,0.0
Erika Jayne,24,6,0.0
Mr. T,24,6,0.0
Normani,24,7,10.5
Rashad Jennings,24,7,9.75
Simone Biles,24,7,9.75
Nancy Kerrigan,24,7,9.0
Nick Viall,24,7,8.5
David Ross,24,7,8.0
Bonner Bolton,24,7,7.75
Charo,24,7,0.0
Chris Kattan,24,7,0.0
Erika Jayne,24,7,0.0
Heather Morris,24,7,0.0
Mr. T,24,7,0.0
Normani,24,8,9.875
Rashad Jennings,24,8,9.375
Simone Biles,24,8,9.0
David Ross,24,8,8.125
Bonner Bolton,24,8,7.25
Charo,24,8,0.0
Chris Kattan,24,8,0.0
Erika Jayne,24,8,0.0
Heather Morris,24,8,0.0
Mr. T,24,8,0.0
Nancy Kerrigan,24,8,0.0
Nick Viall,24,8,0.0
Simone Biles,24,9,10.0
Rashad Jennings,24,9,9.625
Normani,24,9,9.5
David Ross,24,9,8.75
Bonner Bolton,24,9,0.0
Charo,24,9,0.0
Chris Kattan,24,9,0.0
Erika Jayne,24,9,0.0
Heather Morris,24,9,0.0
Mr. T,24,9,0.0
Nancy Kerrigan,24,9,0.0
Nick Viall,24,9,0.0
Jordan Fisher,25,1,7.333333333333333
Lindsey Stirling,25,1,7.333333333333333
Vanessa Lachey,25,1,7.0
Nikki Bella,25,1,6.666666666666667
Frankie Muniz,25,1,6.333333333333333
Victoria Arlen,25,1,6.333333333333333
Derek Fisher,25,1,6.0
Nick Lachey,25,1,6.0
Sasha Pieterse,25,1,6.0
Debbie Gibson,25,1,5.666666666666667
Drew Scott,25,1,5.333333333333333
Terrell Owens,25,1,5.0
Barbara Corcoran,25,1,4.666666666666667
Jordan Fisher,25,10,10.0
Lindsey Stirling,25,10,10.0
Frankie Muniz,25,10,9.722175
Drew Scott,25,10,9.375
Barbara Corcoran,25,10,0.0
Debbie Gibson,25,10,0.0
Derek Fisher,25,10,0.0
Nick Lachey,25,10,0.0
Nikki Bella,25,10,0.0
Sasha Pieterse,25,10,0.0
Terrell Owens,25,10,0.0
Vanessa Lachey,25,10,0.0
Victoria Arlen,25,10,0.0
Frankie Muniz,25,2,8.0
Jordan Fisher,25,2,8.0
Vanessa Lachey,25,2,7.833333333333333
Lindsey Stirling,25,2,7.5
Sasha Pieterse,25,2,7.5
Victoria Arlen,25,2,7.333333333333333
Debbie Gibson,25,2,6.833333333333333
Drew Scott,25,2,6.833333333333333
Nikki Bella,25,2,6.5
Terrell Owens,25,2,6.5
Derek Fisher,25,2,6.333333333333333
Nick Lachey,25,2,6.333333333333333
Barbara Corcoran,25,2,5.666666666666667
Lindsey Stirling,25,3,9.0
Jordan Fisher,25,3,8.333333333333334
Drew Scott,25,3,7.666666666666667
Vanessa Lachey,25,3,7.666666666666667
Victoria Arlen,25,3,7.333333333333333
Derek Fisher,25,3,7.0
Frankie Muniz,25,3,7.0
Nick Lachey,25,3,7.0
Nikki Bella,25,3,7.0
Terrell Owens,25,3,7.0
Sasha Pieterse,25,3,6.333333333333333
Barbara Corcoran,25,3,0.0
Debbie Gibson,25,3,0.0
Jordan Fisher,25,4,9.666666666666666
Victoria Arlen,25,4,9.0
Lindsey Stirling,25,4,8.666666666666666
Drew Scott,25,4,8.0
Frankie Muniz,25,4,8.0
Nikki Bella,25,4,8.0
Sasha Pieterse,25,4,8.0
Terrell Owens,25,4,8.0
Vanessa Lachey,25,4,8.0
Derek Fisher,25,4,7.666666666666667
Nick Lachey,25,4,7.333333333333333
Barbara Corcoran,25,4,0.0
Debbie Gibson,25,4,0.0
Jordan Fisher,25,5,10.0
Frankie Muniz,25,5,9.666666666666666
Lindsey Stirling,25,5,9.333333333333334
Nikki Bella,25,5,9.0
Victoria Arlen,25,5,9.0
Drew Scott,25,5,8.333333333333334
Terrell Owens,25,5,8.333333333333334
Sasha Pieterse,25,5,8.0
Vanessa Lachey,25,5,8.0
Nick Lachey,25,5,7.333333333333333
Barbara Corcoran,25,5,0.0
Debbie Gibson,25,5,0.0
Derek Fisher,25,5,0.0
Lindsey Stirling,25,6,10.0
Jordan Fisher,25,6,9.75
Terrell Owens,25,6,9.25
Nikki Bella,25,6,9.0
Vanessa Lachey,25,6,9.0
Frankie Muniz,25,6,7.75
Victoria Arlen,25,6,7.75
Drew Scott,25,6,7.5
Nick Lachey,25,6,6.5
Barbara Corcoran,25,6,0.0
Debbie Gibson,25,6,0.0
Derek Fisher,25,6,0.0
Sasha Pieterse,25,6,0.0
Frankie Muniz,25,7,10.0
Drew Scott,25,7,9.5
Victoria Arlen,25,7,9.5
Jordan Fisher,25,7,9.0
Vanessa Lachey,25,7,9.0
Lindsey Stirling,25,7,8.5
Terrell Owens,25,7,8.166666666666666
Nikki Bella,25,7,8.0
Barbara Corcoran,25,7,0.0
Debbie Gibson,25,7,0.0
Derek Fisher,25,7,0.0
Nick Lachey,25,7,0.0
Sasha Pieterse,25,7,0.0
Jordan Fisher,25,8,10.0
Lindsey Stirling,25,8,9.0
Frankie Muniz,25,8,8.833333333333334
Terrell Owens,25,8,8.5
Victoria Arlen,25,8,8.0
Drew Scott,25,8,7.833333333333333
Barbara Corcoran,25,8,0.0
Debbie Gibson,25,8,0.0
Derek Fisher,25,8,0.0
Nick Lachey,25,8,0.0
Nikki Bella,25,8,0.0
Sasha Pieterse,25,8,0.0
Vanessa Lachey,25,8,0.0
Jordan Fisher,25,9,9.666666666666666
Lindsey Stirling,25,9,9.5
Victoria Arlen,25,9,9.333333333333334
Frankie Muniz,25,9,8.5
Drew Scott,25,9,8.0
Barbara Corcoran,25,9,0.0
Debbie Gibson,25,9,0.0
Derek Fisher,25,9,0.0
Nick Lachey,25,9,0.0
Nikki Bella,25,9,0.0
Sasha Pieterse,25,9,0.0
Terrell Owens,25,9,0.0
Vanessa Lachey,25,9,0.0
Adam Rippon,26,1,8.0
Josh Norman,26,1,8.0
Mirai Nagasu,26,1,7.666666666666667
Tonya Harding,26,1,7.666666666666667
Chris Mazdzer,26,1,7.0
Jennie Finch Daigle,26,1,7.0
Arike Ogunbowale,26,1,6.666666666666667
Jamie Anderson,26,1,6.333333333333333
Johnny Damon,26,1,6.0
Kareem Abdul-Jabbar,26,1,5.666666666666667
Adam Rippon,26,2,9.25
Mirai Nagasu,26,2,9.25
Arike Ogunbowale,26,2,8.75
Chris Mazdzer,26,2,8.25
Tonya Harding,26,2,8.25
Jennie Finch Daigle,26,2,7.875
Josh Norman,26,2,7.875
Kareem Abdul-Jabbar,26,2,7.375
Jamie Anderson,26,2,0.0
Johnny Damon,26,2,0.0
Adam Rippon,26,3,10.25
Josh Norman,26,3,9.5
Mirai Nagasu,26,3,8.75
Tonya Harding,26,3,8.75
Chris Mazdzer,26,3,8.25
Jennie Finch Daigle,26,3,7.25
Arike Ogunbowale,26,3,0.0
Jamie Anderson,26,3,0.0
Johnny Damon,26,3,0.0
Kareem Abdul-Jabbar,26,3,0.0
Adam Rippon,26,4,9.666666666666666
Josh Norman,26,4,9.5
Tonya Harding,26,4,9.333333333333334
Arike Ogunbowale,26,4,0.0
Chris Mazdzer,26,4,0.0
Jamie Anderson,26,4,0.0
Jennie Finch Daigle,26,4,0.0
Johnny Damon,26,4,0.0
Kareem Abdul-Jabbar,26,4,0.0
Mirai Nagasu,26,4,0.0
DeMarcus Ware,27,1,7.666666666666667
Tinashe,27,1,7.666666666666667
Alexis Ren,27,1,7.333333333333333
Juan Pablo Di Pace,27,1,7.333333333333333
Bobby Bones,27,1,6.666666666666667
Mary Lou Retton,27,1,6.666666666666667
Milo Manheim,27,1,6.666666666666667
Nancy McKeon,27,1,6.5
Danelle Umstead,27,1,6.0
Evanna Lynch,27,1,6.0
John Schneider,27,1,6.0
Nikki Glaser,27,1,5.833333333333333
Joe Amabile,27,1,4.666666666666667
Juan Pablo Di Pace,27,2,8.666666666666666
Milo Manheim,27,2,8.666666666666666
Tinashe,27,2,8.666666666666666
Alexis Ren,27,2,8.166666666666666
Evanna Lynch,27,2,8.0
DeMarcus Ware,27,2,7.833333333333333
Mary Lou Retton,27,2,7.666666666666667
John Schneider,27,2,7.166666666666667
Nancy McKeon,27,2,6.833333333333333
Bobby Bones,27,2,6.5
Danelle Umstead,27,2,6.166666666666667
Joe Amabile,27,2,5.833333333333333
Nikki Glaser,27,2,0.0
Juan Pablo Di Pace,27,3,10.0
Evanna Lynch,27,3,9.0
Milo Manheim,27,3,9.0
Tinashe,27,3,9.0
Alexis Ren,27,3,8.666666666666666
DeMarcus Ware,27,3,8.666666666666666
Mary Lou Retton,27,3,8.0
Bobby Bones,27,3,7.666666666666667
Nancy McKeon,27,3,7.333333333333333
John Schneider,27,3,7.0
Joe Amabile,27,3,6.0
Danelle Umstead,27,3,0.0
Nikki Glaser,27,3,0.0
Milo Manheim,27,4,9.666666666666666
Mary Lou Retton,27,4,8.666666666666666
Tinashe,27,4,8.666666666666666
Alexis Ren,27,4,8.333333333333334
Evanna Lynch,27,4,8.0
Juan Pablo Di Pace,27,4,8.0
DeMarcus Ware,27,4,7.333333333333333
John Schneider,27,4,7.0
Bobby Bones,27,4,6.666666666666667
Joe Amabile,27,4,5.0
Danelle Umstead,27,4,0.0
Nancy McKeon,27,4,0.0
Nikki Glaser,27,4,0.0
Alexis Ren,27,5,9.666666666666666
Juan Pablo Di Pace,27,5,9.666666666666666
Milo Manheim,27,5,9.0
DeMarcus Ware,27,5,8.666666666666666
Mary Lou Retton,27,5,8.333333333333334
Evanna Lynch,27,5,8.0
John Schneider,27,5,8.0
Bobby Bones,27,5,7.0
Joe Amabile,27,5,5.666666666666667
Danelle Umstead,27,5,0.0
Nancy McKeon,27,5,0.0
Nikki Glaser,27,5,0.0
Tinashe,27,5,0.0
Juan Pablo Di Pace,27,6,10.0
Milo Manheim,27,6,10.0
Evanna Lynch,27,6,9.666666666666666
Alexis Ren,27,6,9.0
DeMarcus Ware,27,6,8.666666666666666
Mary Lou Retton,27,6,8.0
Bobby Bones,27,6,7.333333333333333
Joe Amabile,27,6,7.333333333333333
John Schneider,27,6,6.333333333333333
Danelle Umstead,27,6,0.0
Nancy McKeon,27,6,0.0
Nikki Glaser,27,6,0.0
Tinashe,27,6,0.0
Evanna Lynch,27,7,9.833333333333334
Milo Manheim,27,7,9.666666666666666
Juan Pablo Di Pace,27,7,9.333333333333334
Alexis Ren,27,7,9.166666666666666
John Schneider,27,7,9.0
Bobby Bones,27,7,8.833333333333334
DeMarcus Ware,27,7,8.833333333333334
Joe Amabile,27,7,7.833333333333333
Danelle Umstead,27,7,0.0
Mary Lou Retton,27,7,0.0
Nancy McKeon,27,7,0.0
Nikki Glaser,27,7,0.0
Tinashe,27,7,0.0
Juan Pablo Di Pace,27,8,10.0
Alexis Ren,27,8,9.666666666666666
Evanna Lynch,27,8,9.666666666666666
Milo Manheim,27,8,9.166666666666666
Joe Amabile,27,8,7.666666666666667
Bobby Bones,27,8,7.5
Danelle Umstead,27,8,0.0
DeMarcus Ware,27,8,0.0
John Schneider,27,8,0.0
